Name,Seller,Condition,Price,Shipping Cost,Shipping Country,Free Return,Last Item,Best Seller,Buy Now,Generation
Apple iPhone 15 Pro Max 512GB Naturel Titanium - podatek różnicowy NOWY + ORYGINALNE OPAKOWANIE,  firma,Fabrycznie nowy ,"5 741,80 ","77,42", Niemcy,False,False,False,False,15
Apple iPhone 12 Pro Pacific Blue (odblokowany) Doskonały stan,  prywatny,Używany ,"2 437,38 ","204,14", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 64GB czarny (A2172) - odblokowany - (D-44),  firma,Używany ,"1 158,71 ","106,49", Stany Zjednoczone,False,False,False,False,12
"iPhone 12 64GB BLACK BRAND NEW, UNLOCKED",  prywatny,Fabrycznie nowy ,"2 100,00 ",Bezpłatna wysyłka, Polska,False,False,False,False,12
Apple iPhone 11 64GB czarny odblokowany Battrey Zdrowie 98% rzadki iOS 14.3,  prywatny,Używany ,"1 854,01 ","138,81", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 12 - 64GB - czarny odblokowany (CDMA + GSM) A2172 READ,  prywatny,Używany ,"1 118,80 ","105,21", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 6s Plus - 16GB - różowe złoto (odblokowany) A1687 Przeczytaj opis,  prywatny,Używany ,"49,75 ","140,90", Stany Zjednoczone,False,False,False,False,6s
"RÓŻNE IPHONE 6+, 7,8,7+,8+ NA CZĘŚCI (NIE DZIAŁA)",  prywatny,Tylko na części ,"359,61 ","125,94", Stany Zjednoczone,False,False,False,False,"6+,"
94% batt! Apple iPhone 12 Pro 256GB Pacific Blue (odblokowany) A2341 (CDMA + GSM),  prywatny,Używany ,"1 797,87 ","137,01", Stany Zjednoczone,False,False,False,False,12
SCATOLA ORIGINALE IPHONE 6 CON MANUALE E STICKER APPLE,  prywatny,Używany ,"55,87 ","73,12", Włochy,False,False,False,False,6
Apple iPhone 11 64G czerwony tylko do telefonów komórkowych w USA (klasa A),  prywatny,Używany ,"779,16 ","103,89", Stany Zjednoczone,False,False,False,False,11
Apple iPhone SE 3. generacji (2022) SE3 - 128GB - A2595 - Midnight - Odblokowany,  prywatny,Używany ,"199,39 ","109,32", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 14 Pro 128GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7578096,  firma,Używany ,"2 417,40 ","157,15", Stany Zjednoczone,False,False,False,False,14
Apple IPHONE Xs 64GB Silver Ricondiz. Super Message Batterie Remplacé,  firma,Odnowiony ,"1 109,65 ","12,90", Włochy,False,False,False,False,xs
Apple iPhone 12 Mini 64GB fioletowy odblokowany smartfon 5G telefon komórkowy,  prywatny,Używany ,"1 153,90 ","113,65", Wielka Brytania,False,False,False,False,12
Apple iPhone 11 64GB T-Mobile idealny zielony dobry stan Btry 77%,  prywatny,Używany ,"795,14 ","154,43", Stany Zjednoczone,False,False,False,False,11
Apple iPhone XS - 64 GB - (Unlocked)A1920 (CDMA+GSM),  prywatny,Używany ,"613,97 ",Koszt wysyłki nie został podany, Kanada,False,False,False,False,xs
Apple iPhone 4 - 32GB - (IOS 5) - Black (Unlocked) A1332 (GSM),  prywatny,Używany ,"1 720,39 ","86,02", Włochy,False,False,False,False,4
Apple iPhone 12 - 64GB - czarny (AT&T) A2172,  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 A211 MWKU2LL/A 128GB odblokowany czarny - dobry stan,  firma,Używany ,"899,03 ","98,05", Stany Zjednoczone,False,False,False,False,11
Nowy! Apple IPHONE 7 32GB 128GB 256GB Ios Wszystkie kolory Gwarancja Włochy _24H,  firma,Fabrycznie nowy ,"649,83  do 880,58 ","68,39", Włochy,False,False,True,False,7
Apple iPhone 12 Pro Max - 256GB złoty (odblokowany) w pełni działający - przeczytaj opis,  prywatny,Używany ,"1 749,17 ","183,91", Wielka Brytania,False,False,False,False,12
Apple iPhone 11 64GB bez Face ID fabrycznie odblokowany stan bardzo dobry,  firma,Używany ,"818,92 ","105,21", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 12 64GB (odblokowany) (Odczyt),  prywatny,Używany ,"1 018,90 ","111,68", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 12 - 64GB - czarny (T-Mobile) (Dual SIM),  firma,Używany ,"879,05 ","107,12", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 4 X3,  prywatny,Tylko na części ,"44,98 ","75,61", Wielka Brytania,False,False,False,False,4
Apple iPhone XS Max - 64GB - gwiezdna szarość (odblokowany) (Dual SIM).odczytaj,  firma,Używany ,"739,20 ","102,61", Stany Zjednoczone,False,False,True,False,xs
Apple iPhone XR (64GB) szary (uszkodzony/zablokowany),  firma,Tylko na części ,"249,83 ","72,87", Wielka Brytania,False,False,False,False,xr
APPLE IPHONE 14 Plus 128GB Starlight MQ4Y3YC/A,  firma,Fabrycznie nowy ,"3 436,43 ",Bezpłatna wysyłka za granicę, Włochy,False,False,False,False,14
"Apple iPhone SE 3. generacji - 64GB - CIEMNONIEBIESKI (odblokowany), dobry",  prywatny,Używany ,"679,27 ","90,90", Stany Zjednoczone,False,False,False,False,se
Odblokowany Apple iPhone 11 64GB czarny A2111 doskonały ekran porysowany tył bez prądu przemiennego,  firma,Używany ,"958,93 ","100,01", Stany Zjednoczone,False,False,True,False,11
Apple IPHONE 11 128GB Biały Ricondiz. Bateria Super Message wymieniona,  firma,Używany ,"1 539,75 ","12,90", Włochy,False,False,False,False,11
Apple iPhone 15 Plus - 128GB - różowy (Xfinity) - nigdy nie aktywowany / doskonały,  firma,Nowy (inny) ,"2 337,48 ","210,45", Stany Zjednoczone,False,False,False,False,15
Apple iPhone 5s - 16GB - różowe złoto tył z czarnym frontem (odblokowany),  prywatny,Używany ,"111,95 ","62,42", Wielka Brytania,False,False,False,False,5s
Apple iPhone 13 Pro Max - 128GB - grafitowy (AT&T) (Dual SIM),  prywatny,Tylko na części ,"2 037,81 ","114,08", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 12 128GB Produkt Czerwony Odblokowany - Wszystkie sieci *Wszystkie oryginalne* (32),  prywatny,Używany ,"1 198,67 ","117,51", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 (PRODUKT) CZERWONY - 128GB (Verizon) A2111 (CDMA + GSM),  prywatny,Używany ,"998,93 ","168,98", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 15 Pro - 128GB - niebieski tytan (Verizon) fabrycznie nowy!!,  firma,Fabrycznie nowy ,"3 256,42 ","184,40", Stany Zjednoczone,False,False,False,False,15
Apple iPhone 12 - czarny - 64GB - AT&T (0502L),  firma,Używany ,"994,93 ","135,53", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 11 128GB Odblokowany,  firma,Używany ,"1 037,01 ","104,12", Wielka Brytania,True,False,False,False,11
Apple iPhone XS - 512GB - srebrny FABRYCZNIE ODBLOKOWANY GSM Gwarancja Globalna BEZ FACE ID,  firma,Nowy (inny) ,"758,98 ","103,25", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 7 32GB,  prywatny,Używany ,"339,78 ","43,01", Austria,False,False,False,False,7
Apple iPhone 8 - 64GB - gwiezdna szarość (bez simlocka) towar A,  firma,Używany ,"387,04 ","86,02", Niemcy,False,False,False,False,8
Apple iPhone 11 - 64GB - czarny (Verizon) A2111 (CDMA + GSM),  prywatny,Używany ,"799,14 ","104,53", Stany Zjednoczone,False,False,False,False,11
Apple iPhone XS - 512GB - Space Gray FABRYCZNIE ODBLOKOWANY BEZ FACE ID Gwarancja Globalna,  firma,Używany ,"619,13 ","88,94", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 13 256GB czerwony - odblokowany AT&T T-Mobile Verizon GSM 7581910,  firma,Używany ,"1 538,34 ","128,58", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 6 - 16GB A1549,  prywatny,Używany ,"119,83 ","130,93", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 11 64GB (odblokowany) A2111 czarny - dobry stan,  firma,Używany ,"739,00 ","92,86", Stany Zjednoczone,False,True,True,True,11
Apple iPhone 13 mini 128GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7581432,  firma,Używany ,"1 194,71 ","117,39", Stany Zjednoczone,False,False,False,False,13
"Apple iPhone 12 128GB A2403 6,1"" 12 MP DualSim czarny",  firma,Używany ,"1 415,02 ","58,06", Niemcy,False,False,True,False,12
"Apple iPhone 11 6,1 cala Odblokowany Verizon T-Mobile WIFI IOS 4G LTE - 128GB 64GB",  firma,Używany ,"767,17  do 1 110,80 ","100,89", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 11 Pro Max - 256GB - srebrny (AT&T) - DZIAŁA ŚWIETNIE ✅✅,  prywatny,Używany ,"998,89 ","111,04", Stany Zjednoczone,False,False,True,False,11
Apple iPhone XS 64GB-256GB GSM/CDMA Odblokowany Czysty ESN - Złoty,  firma,Używany ,"631,32  do 679,27 ","89,34", Stany Zjednoczone,False,False,True,False,xs
Apple iPhone XR czarny 64GB bez simlocka bez umowy,  firma,Używany ,"812,37 ","85,59", Niemcy,False,False,False,False,xr
Apple iPhone XS - 512GB - srebrny FABRYCZNIE ODBLOKOWANY GSM Gwarancja Globalna BEZ FACE ID,  firma,Nowy (inny) ,"758,98 ","103,25", Stany Zjednoczone,False,False,False,False,xs
PROMO! Apple iPhone Xr 64GB Bianco - Pronto all'uso - Perfetto + cover,  prywatny,Używany ,"580,59 ","150,53", Włochy,False,False,False,False,xr
Apple iPhone 8 - 64GB - gwiezdna szarość (bez simlocka) towar A,  firma,Używany ,"387,04 ","86,02", Niemcy,False,False,False,False,8
Apple iPhone XS - 512GB - Space Gray FABRYCZNIE ODBLOKOWANY BEZ FACE ID Gwarancja Globalna,  firma,Używany ,"619,13 ","88,94", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 11 - 64GB - czarny (Verizon) A2111 (CDMA + GSM),  prywatny,Używany ,"799,14 ","104,53", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 11 64GB (odblokowany) A2111 czarny - dobry stan,  firma,Używany ,"739,00 ","92,86", Stany Zjednoczone,False,True,True,True,11
Apple iPhone 13 mini 128GB czarny - odblokowany AT&T T-Mobile Verizon GSM 7581432,  firma,Używany ,"1 194,71 ","117,39", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 4 A1332 (GSM) - Zobacz opis,  prywatny,Tylko na części ,"39,98 ","62,22", Wielka Brytania,False,False,False,False,4
Apple iPhone 13 - 128GB - Midnight (T-Mobile) (Dual SIM),  prywatny,Używany ,"1 594,28 ","164,74", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 11 Pro - 64GB - Matowy Midnight Green (odblokowany) (Pojedyncza karta SIM),  prywatny,Używany ,"1 198,71 ","167,46", Stany Zjednoczone,False,False,False,False,11
Apple iPhone X/XS 64GB/256GB Odblokowany Verizon Krykiet Straight talk 4G LTE,  firma,Używany ,"611,34  do 835,10 ","92,98", Stany Zjednoczone,False,False,True,False,x/xs
Apple iPhone 5s i SE - 16GB - gwiezdna szarość - złoty - (bez simlocka),  prywatny,Używany ,"19,35 ","55,87", Niemcy,False,False,False,False,5s
- Iphone 8 - Silver - 64GB - ODNOWIONY,  prywatny,Odnowiony ,"499,00 ","29,90", Polska,False,False,False,False,8
Nowy Apple iPhone 12 Pro Max Graphite 512GB Odblokowany T-Mobile AT&T Verizon A2342,  firma,Fabrycznie nowy ,"2 872,83 ","171,93", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 4 - 32GB - (IOS 5) - Black (Unlocked) A1332 (GSM),  prywatny,Używany ,"1 720,39 ","86,02", Włochy,False,False,False,False,4
Apple iPhone SE 2. generacji-64GB Odblokowany smartfon - czarny,  prywatny,Używany ,"599,21 ","106,75", Wielka Brytania,False,False,False,False,se
"BARDZO ŁADNY, GSM ODBLOKOWANY 64GB iPhone SE 3. GENERACJI 2022 A2595 MMX53LL/A iOS 17.1.1.",  firma,Używany ,"779,12 ","127,82", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 128gb odblokowany,  firma,Używany ,"1 078,65 ","104,12", Wielka Brytania,True,False,False,False,12
Apple iPhone 12 Pro 512GB biały - odblokowany AT&T T-Mobile Verizon GSM 7577814,  firma,Używany ,"1 438,45 ","125,31", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 6 64gb srebrny (odblokowany),  prywatny,Używany ,"5,15 ","131,22", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 12 - 64GB - czarny (AT&T) A2172,  firma,Używany ,"795,14 ","137,01", Stany Zjednoczone,False,False,False,False,12
APPLE IPHONE 12 PRO MAX RICONDIZIONATO 256GB GREY GRIGIO,  firma,Odnowiony ,"2 085,97 ","43,01", Włochy,False,False,False,False,12
1020-Smartphone Apple iPhone 5 A1429,  firma,Tylko na części ,"33,85 ","86,02", Włochy,False,False,True,False,5
Apple iPhone XS - 64GB - gwiezdna szarość (odblokowany),  prywatny,Używany ,"699,25 ","101,29", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone Xs 64GB złoty smartfon iOS towar używany dobry,  firma,Odnowiony ,"1 075,20 ","38,67", Niemcy,False,False,True,False,xs
Apple iPhone 12 - 256GB - niebieski (bez simlocka) Dual Sim,  prywatny,Używany ,"1 630,07 ","60,17", Niemcy,False,False,False,False,12
Apple iPhone 11 Pro - 64GB - Matowy Midnight Green (odblokowany),  prywatny,Używany ,"1 078,84 ","141,25", Stany Zjednoczone,False,False,False,False,11
Apple iPhone 11 Pro - 64GB - fabrycznie odblokowany - ACC,  prywatny,Używany ,"1 118,76 ","114,92", Stany Zjednoczone,False,False,False,False,11
99%N ew Apple iPhone SE 2016 1. generacji 32GB złoty,  firma,Nowy (inny) ,"387,58 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,se
Apple IPHONE 11 128GB Weiß Ricondiz. Super Message Batterie Ersetzt,  firma,Odnowiony ,"1 541,68 ","13,55", Włochy,False,False,False,False,11
Apple iPhone SE 2020 - Wszystkie rozmiary - CZERWONY - Odblokowany - W dobrym stanie,  prywatny,Używany ,"249,88 ","81,76", Wielka Brytania,False,False,False,False,se
TELEFON KOMÓRKOWY MIESZANKA SAMSUNG HUAWEI APPLE - USZKODZONE CZĘŚCI ZAMIENNE LUB NAPRAWY,  firma,Tylko na części ,"4,95 ","84,01", Wielka Brytania,False,False,False,False,
Apple iPhone 13 mini - Odblokowany - Midnight - 256GB - W dobrym stanie - A2481,  prywatny,Używany ,"1 478,37 ","113,16", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 13 256GB czerwony - odblokowany AT&T T-Mobile Verizon GSM 7581910,  firma,Używany ,"1 538,34 ","128,58", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 6 Plus 128GB space grey iOS smartfon jak nowy,  firma,Odnowiony ,"559,08 ","38,67", Niemcy,False,False,True,False,6
Apple iPhone 5 16/32/64GB wszystkie kolory bez karty SIM stan bardzo dobry,  firma,Używany ,"129,89  do 234,64 ","53,82", Wielka Brytania,True,False,True,False,5
Apple iPhone 12 64GB czarny (bez simlocka) ✅NOWY ✅ORYGINALNE OPAKOWANIE ✅ 19% VAT ✅,  firma,Fabrycznie nowy ,"2 167,26 ","128,60", Niemcy,False,False,False,False,12
Smartfon Apple iPhone 11 64GB - zielony - bardzo dobry - bez simlocka,  firma,Odnowiony ,"1 068,23 ",Bezpłatna wysyłka za granicę, Niemcy,True,False,False,False,11
Apple iPhone XS - odblokowany - 64GB - A2097 - gwiezdna szarość - dobry stan,  prywatny,Używany ,"679,23 ","90,90", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 13 Pro - 128GB - Siera Blue (T-Mobile) (Dual SIM) #22,  prywatny,Używany ,"1 678,15 ","133,10", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 7 32GB srebrny (Verizon) nigdy nie używany,  firma,Nowy (inny) ,"359,57 ","132,62", Stany Zjednoczone,False,True,False,True,7
Apple iPhone 12 Pro czarny odblokowany szerokokątny ekran dotykowy smartfon 256GB,  firma,Używany ,"1 698,13 ","133,78", Stany Zjednoczone,False,False,False,False,12
Apple iPhone SE A1662 - 16 GB - gwiezdna szarość (odblokowany),  firma,Używany ,"75,92 ","139,77", Stany Zjednoczone,False,False,False,False,se
Smartfon Apple MP822B/A iPhone SE 32GB - gwiezdna szarość (odblokowany)***NOWY EKRAN***,  firma,Używany ,"249,83 ","52,48", Wielka Brytania,False,True,False,True,se
* WYPRZEDAŻ* Apple iPhone SE 2. generacji - 64GB - biały (Krykiet) A2275 - 4 części / stan jak jest,  prywatny,Tylko na części ,"219,08 ","112,84", Stany Zjednoczone,False,False,False,False,se
Apple iPhone XS - 64 GB - (Unlocked)A1920 (CDMA+GSM),  prywatny,Używany ,"613,97 ",Koszt wysyłki nie został podany, Kanada,False,False,False,False,xs
Apple iPhone 13 Pro A2483 Odblokowany 128GB Grafit C,  firma,Używany ,"1 758,07 ","125,98", Stany Zjednoczone,False,False,True,False,13
Apple iPhone 11 Pro Max - 256GB - Matowe złoto (odblokowany). czytaj,  firma,Używany ,"1 278,62 ","120,11", Stany Zjednoczone,False,False,True,False,11
Smartfon Apple iPhone 4s 16GB - biały (trzy) sztywny przycisk Home,  firma,Używany ,"64,92 ","51,58", Wielka Brytania,True,False,True,False,4s
Apple iPhone 5s - 16GB - biały (odblokowany) A1457 (GSM),  firma,Używany ,"124,89 ","53,62", Wielka Brytania,False,False,False,False,5s
Apple iPhone 12 128GB (odblokowany) A2172 czerwony - tylne szkło pęknięte,  firma,Tylko na części ,"918,81 ","98,69", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 8 Plus - 64GB - gwiezdna szarość (odblokowany) A1864 (CDMA + GSM),  firma,Używany ,"395,57 ","124,03", Stany Zjednoczone,False,False,False,False,8
Apple iPhone 11 A2111 64GB AT&T dobry stan sprawdź IMEI,  firma,Używany ,"563,11 ","87,15", Stany Zjednoczone,False,False,False,False,11
Oryginalny odblokowany Apple iPhone 4 4S 8 /16/32GB czarny biały używany telefon działa dobrze,  firma,Używany ,"88,46  do 122,87 ","39,32", Chiny,False,False,False,False,4
Oryginalny kabel Apple typu C / USB C do Lightning nieużywany..............,  prywatny,Używany ,"874,58 ","87,51", Wielka Brytania,False,False,False,False,
Apple iPhone 12 64GB fabrycznie odblokowany Verizon Clean ESN WIFI LTE 5G,  firma,Używany ,"787,15  do 1 162,75 ","94,42", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 14 512GB czerwony - odblokowany AT&T T-Mobile Verizon GSM 7578419,  firma,Używany ,"1 997,85 ","143,49", Stany Zjednoczone,False,False,False,False,14
Apple iPhone XR 64GB niebieski (odblokowany) - stan bardzo dobry,  prywatny,Używany ,"679,27 ","135,01", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 12 Pro 256GB niebieski - odblokowany AT&T T-Mobile Verizon GSM 7581446,  firma,Używany ,"1 378,52 ","123,39", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 6 verizon na części,  firma,Tylko na części ,"191,79 ","79,27", Stany Zjednoczone,False,False,False,False,6
Apple iPhone 5 32GB Biały! Używany! Bez simlocka! DOSKONAŁY STAN! Smartfon iOS!,  firma,Używany ,"490,31 ","43,01", Niemcy,True,False,True,False,5
Apple iPhone 11 - 64GB - fioletowy (fabrycznie odblokowany) bez głośnika dousznego,  firma,Używany ,"679,07 ","100,65", Stany Zjednoczone,False,True,True,True,11
Apple iPhone 12 Pro - 256GB - grafitowy (odblokowany) BEZ FACE ID,  prywatny,Używany ,"1 318,58 ","144,60", Stany Zjednoczone,False,False,False,False,12
iPhone X - 64GB - odblokowany (Przeczytaj opis) BP5,  firma,Tylko na części ,"299,68 ","106,05", Stany Zjednoczone,False,False,False,False,x
Apple iPhone 12 Pro - 256GB - srebrny (odblokowany) (Dual SIM),  prywatny,Używany ,"1 598,28 ","147,56", Stany Zjednoczone,False,False,False,False,12
Apple iPhone XS - 512GB - srebrny BEZ FACE ID FABRYCZNIE ODBLOKOWANY GSM Gwarancja Globalna,  firma,Nowy (inny) ,"758,98 ","103,25", Stany Zjednoczone,False,False,False,False,xs
Apple iPhone 11 czarny 64GB (odblokowany) A2221 (CDMA + GSM),  prywatny,Używany ,"894,57 ","100,15", Wielka Brytania,False,False,False,False,11
Apple Iphone 5 5s 6 6s zestaw/pakiet 7 sztuk,  firma,Tylko na części ,"4,30 ","430,10", Niemcy,False,False,False,False,5
Apple iPhone 8 Plus - 64GB - złoty,  prywatny,Tylko na części ,"299,68 ","95,62", Stany Zjednoczone,False,False,False,False,8
Partia 2 Apple iPhone 4S - A1387 Niesprawdzone na części,  firma,Tylko na części ,"98,25 ","222,14", Stany Zjednoczone,False,False,False,False,4s
"Apple iPhone Xs, srebrny, 64GB, odblokowany, jak nowy",  prywatny,Używany ,"958,93 ","100,01", Stany Zjednoczone,False,False,False,False,"xs,"
Apple IPHONE 11 128GB Gelb Ricondiz. Super Message Batterie Ersetzt,  firma,Odnowiony ,"1 541,68 ","13,55", Włochy,False,False,False,False,11
Apple iPhone 12 mini 64GB fioletowy (bez simlocka) ✅ oryginalne opakowanie ✅ nowy ✅ 19% VAT ✅,  firma,Fabrycznie nowy ,"2 141,88 ","128,60", Niemcy,False,False,False,False,12
99% Nowy odblokowany Apple iPhone 6s Plus 32GB - srebrny z pudełkiem,  firma,Nowy (inny) ,"451,51 ",Bezpłatna wysyłka za granicę, Chiny,True,False,True,False,6s
Apple iPhone 12 Pro 128gb czarny – odblokowany. Stan doskonały 2103,  prywatny,Używany ,"1 344,36 ","129,19", Wielka Brytania,False,False,False,False,12
Apple iPhone 11 - 64GB - czarny (odblokowany) A2221 (CDMA + GSM),  prywatny,Używany ,"999,52 ","199,90", Wielka Brytania,False,False,False,False,11
Apple iPhone SE 2. generacji 64GB biały - na części lub naprawę,  prywatny,Tylko na części ,"235,75 ","143,49", Stany Zjednoczone,False,False,False,False,se
Apple iPhone 12 - 128GB - Niebieski T-MOBILE GSM Gwarancja LTE,  firma,Używany ,"998,73 ","101,29", Stany Zjednoczone,False,False,False,False,12
Fabrycznie odblokowany Apple iPhone 15 eSIM 128GB różowy MTLW3LL/A,  firma,Używany ,"2 597,17 ","153,24", Stany Zjednoczone,False,False,False,False,15
Apple iPhone 13 - 128GB - Starlight (T-Mobile),  prywatny,Używany ,"1 298,60 ","156,15", Stany Zjednoczone,False,False,False,False,13
"Smartfon Apple iPhone 5s (odblokowany), 16GB.",  firma,Używany ,"174,92 ","55,37", Wielka Brytania,False,False,False,False,5s
Apple iPhone 12 - 64GB - czarny (odblokowany) (CDMA + GSM) A2172,  prywatny,Używany ,"1 118,80 ","105,21", Stany Zjednoczone,False,False,False,False,12
Apple iPhone 13 Pro Max 128GB alpejska zieleń AT&T stan bardzo dobry,  firma,Używany ,"1 957,85 ","132,46", Stany Zjednoczone,False,True,True,True,13
Apple iPhone 12 (PRODUKT) CZERWONY - 128GB (odblokowany),  firma,Używany ,"1 199,43 ","90,71", Wielka Brytania,False,False,False,False,12
Apple iPhone 1. generacji - 8GB - czarny A1203 - BEZ ZASILANIA - (C3:7),  firma,Tylko na części ,"147,20 ","145,33", Stany Zjednoczone,False,False,False,False,1.
Apple iPhone 12 mini - 128GB - niebieski fabrycznie odblokowany gwarancja GSM Global A2176,  firma,Używany ,"918,81 ","98,69", Stany Zjednoczone,False,False,False,False,12
"Apple iPhone 11 128GB Weiß, Gut, 67% Akku, Face ID defekt!",  firma,Używany ,"692,46 ","64,51", Austria,False,False,True,False,11
Apple iPhone XR 64GB odblokowany czerwony pudełko,  firma,Nowy (inny) ,"994,53 ","174,92", Wielka Brytania,False,False,False,False,xr
Apple iPhone 6 A1586 srebrny biały 16GB w idealnym stanie,  prywatny,Używany ,"430,10 ","55,91", Niemcy,False,False,False,False,6
Apple iPhone 12 Pro 128GB grafit odblokowany - doskonały stan,  firma,Używany ,"1 478,25 ","116,87", Stany Zjednoczone,False,False,True,False,12
Apple IPHONE 8 64GB Schwarz Ricondiz. Eccel. Message Batterie Ersetzt,  firma,Odnowiony ,"767,51 ","13,55", Włochy,False,False,False,False,8
Apple iPhone 7 - 128GB - czarny (bez simlocka) A1778 (GSM),  prywatny,Używany ,"311,39 ","55,87", Niemcy,False,False,False,False,7
iPhone 11 Pro w kolorze złotym 256GB - O2 Doskonały stan,  prywatny,Używany ,"1 248,16 ","132,14", Wielka Brytania,False,False,False,False,11
Apple iPhone 7 32GB złoty (odblokowany) 83% batt zdrowie świetny stan,  prywatny,Używany ,"299,86 ","59,67", Wielka Brytania,False,False,False,False,7
Apple iPhone 5 - 64GB - czarny i łupkowy (odblokowany) A1429 (GSM),  prywatny,Używany ,"174,92 ","73,81", Wielka Brytania,False,False,False,False,5
Apple Mncl2J Śmieci Iphone7,  prywatny,Używany ,"558,60 ",Bezpłatna wysyłka za granicę, Japonia,True,False,False,False,
99% N ew Apple iphone 6S -128GB -Space Gray z pudełkiem Odblokowany smartfon 4G,  firma,Używany ,"535,42 ",Bezpłatna wysyłka za granicę, Chiny,False,False,True,False,6s
Apple iPhone SE 2020 128GB czarny A2296 SIM Free,  firma,Odnowiony ,"674,63 ","74,16", Wielka Brytania,False,False,False,False,se
Apple iPhone 11 64GB 128GB CDMA / GSM Odblokowany Verizon At&t T-Mobile Darmowy zwrot,  firma,Używany ,"779,16  do 1 138,77 ","103,89", Stany Zjednoczone,False,False,True,False,11
Apple iPhone 12 - 128GB - Blu,  prywatny,Używany ,"1 634,37 ","43,01", Włochy,False,False,False,False,12
Apple iPhone 13 (PRODUKT) CZERWONY - 128GB - (Verizon) (MLAA3LL/A) z pudełkiem,  prywatny,Używany ,"1 594,28 ","188,32", Stany Zjednoczone,False,False,False,False,13
iPhone 7 32GB odblokowany telefon Verizon,  firma,Używany ,"249,73 ","114,08", Stany Zjednoczone,False,False,False,False,7
Apple iPhone 12 - 64GB - Czarny (T-Mobile) (Dual SIM-BOX JEST DLA iPhone 11 SeePIC,  prywatny,Używany ,"918,97 ","108,44", Stany Zjednoczone,False,False,False,False,12
Apple iPhone XS MAX A1921 ODBLOKOWANY - Doskonały - Space Grey - AT&T,  prywatny,Używany ,"799,14 ","128,42", Stany Zjednoczone,False,False,False,False,xs
iPhone 13 Pro 128gb T-mobile Sprint odblokowany,  firma,Używany ,"1 834,03 ","138,17", Stany Zjednoczone,False,False,False,False,13
Apple iPhone 4s - 8GB - biały (trzy) A1387 (CDMA + GSM),  firma,Używany ,"59,97 ","51,38", Wielka Brytania,False,False,False,False,4s
Apple iPhone 12 - 64GB - Odblokowany AT&T T-Mobile - 5G IOS Dobry stan,  firma,Używany ,"779,16  do 1 150,76 ","94,14", Stany Zjednoczone,False,False,True,False,12
Apple iPhone 6 - 64GB - gwiezdna szarość (bez simlocka) A1586 – stan: bardzo dobry,  prywatny,Używany ,"197,80 ","90,28", Niemcy,False,False,False,False,6
Apple iPhone 13 Pro Max - 256GB - Sierra Blue (Odblokowany) (Dual SIM),  prywatny,Używany ,"1 798,07 ","196,47", Stany Zjednoczone,False,False,False,False,13
Apple iPhone XR - 64GB - biały (odblokowany) (Dual SIM),  prywatny,Używany ,"599,36 ","122,39", Stany Zjednoczone,False,False,False,False,xr
Apple iPhone 7 Plus - 256GB - czarny (AT&T),  prywatny,Używany ,"79,91 ","139,14", Stany Zjednoczone,False,False,False,False,7
"Pakiet starych telefonów komórkowych, ładowarek i Internetu, akcesoriów / stan używany",  prywatny,Używany ,"59,74 ","164,50", Stany Zjednoczone,False,False,False,False,
iPhone 4s 16GB - czarny - fabrycznie zapieczętowany *rzadki* kolekcjonerski! MD276ll/a Verizon,  firma,Fabrycznie nowy ,"3 963,70 ","207,38", Stany Zjednoczone,False,False,True,False,4s
